Keyword,Tweet,Sentiment
moderna vaccine,Administration of a Second Dose of the Moderna COVID-19 Vaccine After an Immediate Hypersensitivity Reaction With the First Dose: Two Case Reports | Annals of Internal Medicine https://t.co/Cbq3oQLntc,positive
moderna vaccine,@saccularis https://t.co/ghH5tqf9c2 https://t.co/fjsaRMsAM2,positive
moderna vaccine,WFTV's @MHoltWFTV reports OMNI Healthcare accepting walk-ins for COVID-19 vaccine appointments to public following substantial shipment of Moderna vaccine. https://t.co/Nq1rAQtrgF,positive
moderna vaccine,CLEVELAND: If you or someone you know is still in need of a COVID Vaccine Appointment please consider @TheCentersOhio online registration for Moderna availability THIS WEEK. (Please Retweet),positive
moderna vaccine,2021 COVID-19 News: @moderna_tx Pays out $1 Million for Security and More#biospace #lifesciences #biotechnology #pharmaceuticals #clinicaltrials #COVID-19 #coronavirus #pandemic #COVID19 #treatment #vaccinehttps://t.co/IW3K4LP73d,positive
moderna vaccine,@B52Malmet moderna also has a 97% effective HIV vaccine in phase 1 trial.,positive
moderna vaccine,“Money money moneyMust be funnyIn the rich man's worldMoney money moneyAlways sunnyIn the rich man's world”https://t.co/FN075jbFry#COVID19#vaccine#pfizer#moderna#johnsonandjohnson https://t.co/IB0U7VNvIt,positive
moderna vaccine,@VoiceofRita If it's vodka maybe an hour or so? If it is a single dose of vaccine well you pays your money and takes your chances. I am getting my first shot today (Moderna) and you bet I will keep masking up since it will likely be 4 months until I get #2.,positive
moderna vaccine,@skovatch @lourdesgnavarro mRNA has been studied for 10+ years. The Moderna and Pfizer vaccine are mRNA.,positive
moderna vaccine,@KHOU A better tag line would read - GOOD NEWS! Moderna’s vaccine has lasted for the past six months it has been administered.Be we all know y’all like to be cryptic and divisive,positive
moderna vaccine,Vax distributor: Okay it looks like we have vaccine availability tomorrow at—Me: I’ll take it. So happy to be doing my duty and getting the #Moderna vaccine tomorrow!,positive
moderna vaccine,@FLVaccine @BrowardHealth Which vaccine does @BrowardHealth offer? The input form says anyone 16 or older (Pfizer) but then it asks if you've ever received the Moderna vaccine before.,negative
moderna vaccine,New research suggests the protection the Moderna vaccine gives against COVID-19 lasts for at least six months. https://t.co/FtU4ltbzRd,positive
moderna vaccine,Moderna COVID-19 vaccine lasts at least six months study shows https://t.co/yRcZEnCj2O,positive
moderna vaccine,Just got the first shot of the Pfizer vaccine. If you got the moderna shit dont even talk to me. I have no respect for you anymore,positive
moderna vaccine,@maudegarrett MAUDErna?! I have an image in my mind of you calling around until you found a place that could guarantee you got the moderna vaccine solely based on your love of puns.But I approve.#housepfizer,negative
moderna vaccine,In other news. https://t.co/bAk3F4jrQj,positive
moderna vaccine,70 Pfizer vaccine appointments available at McPherson Rd H-E-BAddress: 7811 MCPHERSON RD. LAREDO TX 78045-2802 76 Moderna vaccine appointments available at Ennis H-E-BAddress: 101 S. CLAY ST ENNIS TX 75119-4519 Register at: https://t.co/KOiRgLNtqu,positive
moderna vaccine,Contract drug manufacturer Catalent..is expanding its US production of..Covid-19 vaccine from Moderna..The expansion will help Moderna reach its goal of supplying an additional 100 M doses..by the end of May and another 100 M doses by the end of July.https://t.co/j0ceQacMD6,positive
moderna vaccine,Study: Moderna COVID-19 vaccine lasts at least 6 months https://t.co/4z6Kj5qxNB,positive
moderna vaccine,Register for the first dose of Moderna COVID-19 Vaccine on Wednesday April 07 2021 at Staton's Shopping Center 219 N Taylor St Alvin TX 77511 https://t.co/lsCp2x9MIL #mychn #covidvaccine #whenitsyourturn,positive
moderna vaccine,The state will spread out doses from Pfizer and Moderna as well as the single-dose Johnson & Johnson vaccine.https://t.co/qARPVGDBN1,negative
moderna vaccine,Took the #Moderna #vaccine and had violent reaction. Body covered in hives... head to toe. At least 200 lesions on skin. Scabs all over body from scratching till I bleed when I’m asleep. Please be careful. #COVID19 #vaccination #vaccineforall #modernavaccine,positive
moderna vaccine,If u got the moderna vaccine bc I’m scared ?,positive
moderna vaccine,Would you like a COVID-19 VACCINATION- call to schedule an afternoon appointment for tomorrow. 336-243-3239.Vaccine: Moderna Davidson Medical Ministries 420 N. Salisbury St.Lexington NC I hear there’s 30 spots available @JoeBrunoWSOC9 https://t.co/ZA6p7GaShX,positive
moderna vaccine,La vacuna dels laboratoris Moderna atorga immunitat al coronavirus com a mínim durant sis mesos segons un estudi fet públic pel The New England Journal of Medicine.https://t.co/Y7PSs10qX8,positive
moderna vaccine,@yodifiji It's not based on the Moderna vaccine.,positive
moderna vaccine,@sharonstone @POTUS @peoplesvaccine @AnnieLennox @ForestWhitaker @itspetergabriel UK Astra zenica sells its Vaccine at cost price to every nation it decided in wake of the pandemic to forego 21 billion of potencial profits. Pressure should be put on Pfizer biotec moderna etc to do the same instead of charging 24 and 28 dollars respectivly.,positive
moderna vaccine,Thanks to @IAVaccineAlerts I’m all set with an appointment for the moderna vaccine!,positive
moderna vaccine,Moderna vaccine first shot in!!!!!#Moderna #CovidVaccine,positive
moderna vaccine,@GovSisolak Governor I’m donating my vaccine to you. You’ve had the J&J but should also take Moderna just to be safe. What day & time would u like an appointment! Ur very welcome Governor!,positive
moderna vaccine,Good news: Moderna vaccine lasts at least 6 months...And counting ??Research letter indicates that Moderna's COVID-19 vaccine has efficacy past 6 months  https://t.co/GmbgADgFzI,negative
moderna vaccine,Vaccine appointments are available atWalgreens/Duane Reade (Moderna)3480 Jerome Avenue Bronx NY 10467(800) 925-4733https://t.co/bt77oniKHi,positive
moderna vaccine,Got my first Moderna vaccine yesterday. Woke up with a sore arm and as the day has progressed I have aches chills and fatigue. If this is what the first looks like I’m calling in as ‘bed loaf’ for a week with the 2nd,positive
