Keyword,Tweet,Sentiment
tracetogether,Singapura jadi salah satu negara yang mengembangkan aplikasi pelacak #COVID19 bernama "TraceTogether". Ketaatan rakyat Singapura dalam mengikuti protokol #kesehatan dan menggunakan aplikasi ini menjadi salah satu kunci keberhasilan Singapura dalam menangani pandemi COVID-19. (3),positive,
rediscover voucher,i have no idea what to do with my rediscover voucher,positive,
rediscover voucher,@nxyfus Erm rediscover voucher yg free $100,positive,
rediscover voucher,@athickaa Hi @athickaa Please be informed that for now Agoda did not co-operate with Rediscover Voucher. For more details we advise you to check Rediscover Voucher terms and conditions. Thank you. ^Vicky,positive,
rediscover voucher,Still have yet to use my rediscover voucher,positive,
rediscover voucher,eh if i wantu buy cigarettes can use the singapore rediscover voucher or not ah? knn i still havent use sial HAHAHA,positive,
rediscover voucher,@DonandWolley Yes rediscover voucher expiring June 🤡🤪,positive,
rediscover voucher,Taking your first steps towards mental freedom can be daunting but it is vital. Rediscover a more resilient and full life today. Access your FREE trial of our wellbeing scan  https://t.co/upUKLekKnT using voucher code: Wellness2021 #connectforreal #itsoktotalk https://t.co/z2UBCNLZtY,positive,
rediscover voucher,i haven’t use my rediscover sg voucher...... even my 75 year old grandma use already sia..... kental pe aku,positive,
rediscover voucher,We just redeemed our SG rediscover voucher to book staycation. Staying in a local hotel may be a good alternative for a holiday break since we can’t travel overseas now due to COVID.,positive,
rediscover voucher,Been able to go to Singapore Zoo River Safari and Bird Park thanks to the rediscover Singapore voucher given to us by our Government due to the pandemic. Every Singaporean above the age of 21 were given $100 to spend on any attraction or staycation.,negative,
rediscover voucher,WTF??? I DIDNT EVEN USE THE REDISCOVER VOUCHER AND I CANT REFUND. ARE YOU JOKINF??? I get it if I paid through rediscover voucher and I cant get a refund but seriously what the fuck nonsense that I cant get my money back???,negative,
moderna vaccine,After getting the moderna vaccine I'm not sure I want my offspring to get it. #modernavaccine #COVIDvaccine #CovidVaccinesideeffects #CovidArm,positive,
moderna vaccine,That number is uncertain. The RCTs said the efficacy after one dose was between 92 & 96.5%. That's right the Moderna vaccine had a higher estimated efficacy rate for just one dose! https://t.co/JYUdykfs0u,positive,
moderna vaccine,11 Moderna vaccine appointments available at Summerwood Market H-E-BAddress: 12680 W.LAKE HOUSTON PKWY 8 HOUSTON TX 77044-6087 Register at: https://t.co/KOiRgLNtqu,positive,
moderna vaccine,@YouAreLobbyLud Clotting is not the only issue with AZ.  It is a sub standard vaccine. Morisson needs to cease the rollout and call Biden and get Pfizer/Moderna for everyone........when he gets back to work.,positive,
moderna vaccine,@michelletandler @A_New_Train I go in for my second Moderna dose at the Veterans Affairs clinic in Martinez tomorrow. @VANorCal and @SFVAMC have done a good job notifying Area veterans of vaccine eligibility.,negative,
moderna vaccine,@ARI_CHAK @bsindia The only indigenously developed vaccine is Covaxin and we all know that's used far less than Covishield.Serum could have easily done a deal with Pfizer or Moderna too but more than the price it's the cold chain that would have made those jabs unusable across most of India.,negative,
moderna vaccine,11 Moderna vaccine appointments available at Abilene H-E-BAddress: 1345 BARROW ABILENE TX 79605-5171 Register at: https://t.co/KOiRgLNtqu,positive,
moderna vaccine,@itunes65 @kimmieM1973 That's what Pfizer/Moderna want you to think. Their vaccine makes them a profit of ca. $40 a patient unlike AZ whose profit is $0 a patient. Follow the money sheeple,positive,
moderna vaccine,@7eandra Full vaccine might help with that. Finally eligible for dose 1 Moderna so I'm going Wednesday.,positive,
moderna vaccine,NIH begins dosing people with Moderna's Covid vaccine booster shot https://t.co/AAKK5vCW9K,positive,
moderna vaccine,@robewonkenobi91 “Hot girl shit” today was getting my second dose of moderna’s vaccine and then promptly becoming a zombie.,positive,
moderna vaccine,I say bravo to all Europeans who do not agree to be vaccinated with the Astra Zeneca vaccine.  Do not accept this vaccine.  As I repeat to you it is dangerous fitzer or moderna or jensen & jensen ok. Not to accept astrazeneca nor before 55 years and even less after 55 years.,positive,
moderna vaccine,Potential to use the same technology behind the Moderna Covid vaccine to treat HIV and Cancer! https://t.co/U0XShNvJ3f,positive,
moderna vaccine,@BelindaJones68 Don’t think we’ll get a choice if we want vaccine in #auspol WE aren’t the PM! I’d prefer Pfizer or Moderna but will settle for AstraZeneca anything that will help my body recognise & fight if I get covid helpful.,positive,
moderna vaccine,@DBoop4 @Skel531 @PeterHotez @ashishkjha @POTUS That’s exactly why I was happy to find this in my research: ‘Moderna’s mRNA vaccine can be stored at 36 degrees to 46 degrees Fahrenheit for up to 30 days. It's also stable for 12 hours at room temperature.’ So not super cold like Pfizer requires. https://t.co/qUsFLaaPkB,positive,
moderna vaccine,@Rubab @rubiaabrar @BajiPlease So does Moderna. I think every vaccine does that,negative,
moderna vaccine,15 Moderna vaccine appointments available at Deer Park H-E-BAddress: 4701 EAST BLVD DEER PARK TX 77536-5404 Register at: https://t.co/KOiRgLNtqu,positive,
moderna vaccine,@uninvited2cents @JonStanich @thereal_truther @tradergrl @AlexBerenson Well no. Polio and Covid vaccine efficacy is dosage-dependent. IPV is 90% @ 2 doses Moderna 94%. A phase 2 trial for a 3rd dose of Covaxin is being conducted in India to increase efficacy. Smallpox vaccine has 3-5 year longevity before waning and 95% effective.,positive,
moderna vaccine,@piyushmittal @HunterJCullen Trump partnered with moderna on Jan 13 2020 to create a vaccine for a virus he downplayed called a hoax said was no big deal & In the end took the vaccine secretly. Pfizer was the 1st to market & had nothing to do with operation warp speed,positive,
moderna vaccine,Vaccine appointments are available atWalgreens/Duane Reade (Moderna)9408 3rd Avenue Brooklyn NY 11209(800) 925-4733https://t.co/pNlQIex3eI,positive,
moderna vaccine,13 Moderna vaccine appointments available at Deer Park H-E-BAddress: 4701 EAST BLVD DEER PARK TX 77536-5404 Register at: https://t.co/KOiRgLNtqu,positive,
moderna vaccine,The GOOD news today new HIV vaccine looking very promising with thanks to #Covid19 vaccine making! #Moderna Novel HIV vaccine approach shows promise in “landmark” first-in-human trial https://t.co/3p9L8V5zqY,positive,
moderna vaccine,11 Moderna vaccine appointments available at Deer Park H-E-BAddress: 4701 EAST BLVD DEER PARK TX 77536-5404 Register at: https://t.co/KOiRgLNtqu,positive,
moderna vaccine,Wouldn't have thought I'd be writing a tsundere version of the Moderna vaccine into a comedic light novel in 2020 but here I am.,positive,
moderna vaccine,Got my 2nd Moderna shot today!  Thank you @POTUS @cvspharmacy! Also to  the folks who made the vaccine! I actually cried.,negative,
moderna vaccine,Ppl saying that the moderna vaccine has icky side effects and it’s the one my job is offering 😭,negative,
moderna vaccine,@moderna_tx You should look for a common sensitive part of the Covid19 virus in all species.Then you should make a vaccine that will attack that sensitive part of the virus.If the vaccine ables to attack the sensitive part of itit will gradually lose power.And it will be ended.,positive,
moderna vaccine,@_joshyoung @RobynUrback Good that they ordered from Europe since Biden also stopped Moderna & Pfizer from sending vaccine to other countries... an 'America first' policy. CONs closed only 🇨🇦facility capable of producing vaccines. Trudeau has invested in building of lab that is almost ready to do this.,negative,
moderna vaccine,It's quite stunning to read/see/hear so much COVID vaccine misinformation coming from all sides. For fuck's sake everybody please go to the CDC WHO Pfizer Moderna J&J etc websites and educate yourself with the free information.,positive,
moderna vaccine,@lifesafeast I'm 71 yrs old I have COPD Psoriasis insulin using diabetic & cancer survivor. I took my second Moderna vaccine and all I had a reaction to was a sore arm. I had no side effects whatsoever! I got lucky and was expecting the worst. Don't worry innoculate!,negative,
moderna vaccine,@William11bravo @JeannieV11 Just before I got my first Moderna vaccine shot I wrote: “I’m mainly doing it for the 5G.” That earned me a 12 hour suspension... 🤷‍♂️ Sometimes Twitter doesn’t get the sarcasm I reckon.,positive,
moderna vaccine,@lifesafeast I’m up tomorrow in Vancouver either Pfizer or Moderna can’t wait. I never had flu  shots until my first grandchild was born Our daughter insisted that we get a flu shot and update all our shots. Only reaction I had to a vaccine was in 1996 for Hepatitis B before trip a to China,negative,
moderna vaccine,@darbehoney My buddy was telling me that Pfizer is more of a "mind vaccine" whereas Moderna is more of a "body vaccine",negative,
moderna vaccine,@KBirkenfeld @Skel531 @PeterHotez @ashishkjha @POTUS Protest start a petition and not just for yourself either. Start a petition for ALL Homebound patients to be able to receive the vaccine of their choice❕I hadn't heard this yet & it upsets me for my Mom whose very fragile! Moderna has the best protection percentage for covid!,positive,
moderna vaccine,16+ vaccine appointments are open now in Douglas County! Those 16-18 years of age will need parental consent and a guardian present in order to get the Pfizer vaccine. Locations have Moderna Pfizer and Johnson & Johnson for those over the age of 18. https://t.co/HeC7kIiFxO https://t.co/SaSKKP5B5l,positive,
moderna vaccine,@garrettisfresh You're the first person I know that experienced side effects with the Pfizer vaccine. All I hear about are Moderna experiences. I am awaiting my second Pfizer dose. No side effects from the first one so hopefully I'll be 2 for 2. Did you ever have covid?,negative,
moderna vaccine,Moderna and Pfizer have both begun trials on children younger than 12 and Johnson & Johnson said last week it was beginning trials on children 12-17. Does this make sense? We don’t give this age group the flu vaccine? #AstraZeneca #Pfizer,positive,
moderna vaccine,@49ersGab I'm hearing too many mixed feelings about the J&J vaccine..Moderna and Pfizer are the ones I'd recommend..,negative,
moderna vaccine,'Trial is controversial for obvious reasons volunteers might get sick even die but proponents argue would speed up development of more successful vaccines' Pfizer/Moderna not developed via human challenge trials. People may die to improve 95% they said?https://t.co/6CudEF4sJC,positive,
moderna vaccine,So those who got the Johnson and Johnson vaccine was anything said by in regards to its effectiveness? Is it not as effective as Pfizer or Moderna?,negative,
moderna vaccine,@Gatorpharmer_ks @KBirkenfeld @ABC7NY Understood however my tweet was written 2 weeks before the Johnson & Johnson vaccine had been approved for emergency use. Further there are so many legal cases against J&J that I simply do not trust them. Fortunately Moderna is the medication used most in my area.,negative,
moderna vaccine,@rajah_mich Unconsciable to keep telling younger women that AZ is safe when it is clearly not.  It is a sub standard vaccine and increasing no of countries agree. Morisson needs to admit he failed us and immediately get supply of Pfizer/Moderna. He is wasting time by continuing the facade,negative,
moderna vaccine,On the 4th day of my birthday month I got my second shot of the Moderna vaccine. #fullyvaccinated #ouchthatonehurt https://t.co/8soHlre0pY,negative,
moderna vaccine,@Jessicam6946 I’m gonna ask you a question that has nothing to do with this tweet. I’m scheduled for the vaccine next Friday & it is the Johnson & Johnson one & I just heard only one vaccine is needed so will it be as effective as the Pfizer or Moderna vaccines which requires 2 shots? Thanks.,negative,
moderna vaccine,Wow. Had my 2nd Moderna vax on Sat. and spent all of Sun. with a wicked fever aches & persistent headache. I just woke up at 11pm and it all seems to have passed.  Has anyone else had side effects?  (Totally worth it to be protected btw.)#vaccine #2ndJab,positive,
moderna vaccine,Igaunija turpina masveidā AZ vakcinēt. According to preliminary data the majority of Easter weekend vaccinations 14310 vaccine injections were performed with the AstraZeneca vaccine. Comirnaty was injected in 2003 with the Pfizer / BioNTech vaccine and was 647 for Moderna.,positive,
moderna vaccine,Was reading story about a Covid vaccine trial participant who just got a booster so they can study if the booster makes a difference while they try to decide how long we have immunity from the Pfizer & Moderna vaccines. This study cannot come soon enough.,positive,
moderna vaccine,Why is govt of India not allowing other vaccines like moderna in India and start vaccination for all people..why isn’t hers immunity best solution for India now that there is vaccine!! #lockdown2021,negative,
moderna vaccine,Has the UK's entire 500000 dose delivery of Moderna vaccine gone to Scotland? https://t.co/a6rDGnmjmw,positive,
moderna vaccine,..People the one hundred million doses of Pfizer and Moderna COVID-19 vaccines now reaching vaccine sites.  But the J&J vaccine is on hold from the srew up which affects pharmacies like Rite Aid Walgreens and CVS in distributing the vaccine.  Seek out FEMA mega sites to get it!,positive,
moderna vaccine,i love how people be so loyal to whichever vaccine they got... like moderna gang? pfizer squad? 😂,positive,
moderna vaccine,@ABSCBNNews They are the Pharmacy Hub of the world expect vaccine shortages again AstraZeneca from COVAX facility . . don't count on .Pfizer. Moderna already reserved for US & other 1st World Countries....,positive,
moderna vaccine,Polack et al. NEJM Moderna vaccine. Two BNT162b2 reciepients died. One from arterioslerosis!!!!!!!!! (arteriosclerosis is the cause of death!!!!) and one from cardiac arrest.,positive,
moderna vaccine,Stop stigmatizing vaccines! This includes making jokes about the efficacy of Johnson & Johnson’s vaccine. Even though it’s not as high as Pfizer or Moderna’s we need to encourage EVERY person who can receive the vaccine to get one.,positive,
moderna vaccine,"Unfortunately patients treated with immunosuppressants or immune-modifying drugs for >14 days within 6 months of entry were excluded from all phases of Moderna (mRNA-1273) vaccine trials (NCT04470427).",positive,
moderna vaccine,Baden et al. Moderna vaccine. Bell's palsy occurred in the vaccine group (3 participants)!!!!,positive,
moderna vaccine,@ShamikaRavi in US Pfizer #COVID-19 vaccine has been authorized for ages 16+. Moderna & Johnson & Johnson's vaccines are currently authorized for ages 18+. Hopefully GOI should lower the eligibility age (>45) for the people having comorbidity imdtly & for the rest within a time frame.,positive,
moderna vaccine,Un groupe de 2.479 personnes a reçu les 2 doses de vaccin à ARN (Pfizer/Moderna) près de 480 personnes ont reçu une dose unique et le reste n’a pas été vacciné. Chaque semaine les volontaires devaient réaliser un test RT-PCR qu’ils présentent ou non des symptômes de la maladie.,positive,
moderna vaccine,Anyways don’t get AstraZeneca vaccine y’all it can cause blood clots 😭😭😭😭 GET MODERNA OR PFIZER,positive,
moderna vaccine,https://t.co/FbGOHr2j9Y"This is all new. Neither Moderna nor BioNTech had a single approved product on the market before 2020. Each company essentially designed its vaccine on a computer over a weekend in January 2020",positive,
moderna vaccine,@DavidSacks @theallinpod California is not opening vaccine appointments to the general population until April 15th. It can take up to 6 weeks to be fully vaccinated if you get the moderna vaccine. May seems way too early.,positive,
moderna vaccine,@Iilithsternin also some places say which vaccine they offer but not all of them. when i got my appointment they told me they’ll be using the moderna one. johnson & johnson is the one dose one but i’m unsure how to find out where offers it,positive,
moderna vaccine,You can do the math if you want! AZ (COVAX) - 42900 +Moderna - 105900  +Pfizer - 138060 +Supply already delivered - 989250 - People with second doses - 87455People eligible for a vaccine - 4300000= 27.6%!,positive,
moderna vaccine,Changes in gene called coat protein complex 1 is the reason of this new disease. Thoughts?#Covid_19 #study #genetic #cataract #FDA #moderna #vaccine #bariatric #surgery #cancer #research #patients #obesity #liverdisease #vials #variant #Pharmocracy #MondayFacts https://t.co/cOZMzhkKNd,positive,
moderna vaccine,@virsanghvi India has installed capacity of 30 lac vaccine/day... thruput is generally 75% of installed capacity.They are vaccinating about similar count of people every day.....How can they increase the rate without have production...We need import Pfizer Moderna and Johnson vaccines!,negative,
moderna vaccine,@Suhoinho1 IAVI and Scripps Research. I think both are non-profits so I don’t think you can invest. But they’re gonna be partnering with Moderna to produce the vaccine so it would be a good idea to try and get a share or two. They still haven’t started phase II trials yet so no rush,positive,
moderna vaccine,@velparia @DarkGenex Oh snap I get my second Moderna vaccine on the the 8th,negative,
moderna vaccine,Got my first moderna vaccine on friday~ feeling like there might be some hope in the months to come🌻,positive,
moderna vaccine,*talking to @pixelberry_x and tyrese about vaccines*Me: @dippedinpoison got the Moderna vaccine.@pixelberry_x : I knew one part of her had to be ugly 😌💅🏻,positive,
moderna vaccine,@70sTimeMachine @SaraSassypants @OldGreyRabbit You better do a little more research. The Pfizer and Moderna vaccines are mRNA but the Astra-Zeneca vaccine is non-replicating virus vector.,negative,
moderna vaccine,Moderna Pfizer COVID-19 vaccines may reduce coronavirus transmission | Science News. Unvaccinated people produce 2.58 to 4.5 times more virus than vaccinated people do researchers report March 29 in Nature Medicine #covid19 https://t.co/ccbncG23kp,positive,
moderna vaccine,@CallMeJulius The Moderna and Pfizer are made differently from any other kind of vaccine. No actual virus and wrapped in fat with a bit of PEG which we are all used to. Way safer than a regular flu shot.,positive,
moderna vaccine,ALL PERSONS 18 YEARS OF AGE AND OLDER ARE ELIGIBLE TO RECEIVE THE VACCINE IN FLORIDAAs of Monday April 5PERSONS AGES 16-17:  Pfizer vaccine is authorized for persons age 16 and up. The Moderna and Janssen (Johnson and Johnson) vaccines are authorized for persons age 18 and up https://t.co/4LmnZvvASx,positive,
moderna vaccine,@dmmf7 I'm waiting for my second moderna. I've been so ill lately but I think it's completely unrelated to the vaccine. I just hope the second shot doesn't make me feel horrible on top of my normal stuff.,negative,
moderna vaccine,Vaccine appointments are available atWalgreens/Duane Reade (Moderna)7001 Amboy Road Staten Island NY 10307(800) 925-4733https://t.co/2qOeJC7dhV,positive,
moderna vaccine,@TomAandTom1 Also had lots of friends reporting soreness in joints (knees specifically) w Moderna jab I’ve not had a vaccine yet bcs I got sick just after Dad back in Feb & showed antibodies after my Dad’s + test. Waiting 90 days bcs i can’t afford to loose days to severe reactions 🙁,positive,
moderna vaccine,"Nine received the Pfizer vaccine and 11 received the Moderna vaccine. All 20 patients were hospitalized and most patients presented with petechiae bruising or mucosal bleeding",positive,
moderna vaccine,@lawyermomIowa @OceanaLizard https://t.co/z4GypXXq2F,positive,
moderna vaccine,@PropCazhPM And Betsy Nabel of Brigham had to resign from the Moderna Board as her hospital was involved in testing its vaccine. The honor of leading a great org should require leaders to refuse additional compensation.,positive,
moderna vaccine,@CharlieCrist @varda_friedman @GovRonDeSantis I had to become a detective in order to find vaccines for my family of 4 but finally 2 of us are fully vaccinated and this Tuesday my sister and my husband will get their 2nd Moderna vaccine,positive,
moderna vaccine,@TomAandTom1 My Dad had severe symptoms a week after his 1st Moderna including nausea vomitting & hallucinations. Went to ER where he tested + for Covid. We had no clue. Turns out one shouldn’t get vaccine until 90 days after initial exposure bcs antibodies will react to it.,positive,
moderna vaccine,Excellent interview 👇🏽Meet the trailblazing Black woman scientist behind a Covid-19 vaccine34-year-old #KizzmekiaCorbett is a key developer behind the #Moderna #vaccine. She tells CNN's #AbbyPhillip about her life in science preparing for the ...1/https://t.co/lIRyr11chl,positive,
moderna vaccine,@HereForGood12 I had Moderna but honestly...I coulda given a flying flip which one I got. They all keep you from being dead. That's the most important benefit you want from your vaccine.,negative,
moderna vaccine,Fact Check: Have 966 people died after receiving the COVID vaccine? https://t.co/bVi0fDYX2u TRUE,positive,
moderna vaccine,@KUWAIT_MOH Why you didn’t bring Moderna vaccine ?,positive,
moderna vaccine,@PoliteIceCream @MouthyStaffer No. Srsly. Moderna were getting ready for clinicals on an HIV vaccine.,positive,
moderna vaccine,I took advantage of the Moderna vaccine.😷#health https://t.co/11UpaCuahw,negative,
moderna vaccine,@kylebwolf @nj_vaccine Same! I’ve gotten so many pfizer and moderna but those were my first j&j!,negative,
moderna vaccine,@elromanolo https://t.co/Y0bwXEMuduThis is about as good as it gets for a vaccine. People are not going to stay inside because there is a miniscule chance they could get infected. There's also a miniscule chance you can get measles once vaccinated.,negative,
moderna vaccine,@jewishstruggle this is true but also i had my second moderna vaccine the day before lol,negative,
moderna vaccine,The CEO of Moderna on the moment he first realized the company could make a COVID-19 vaccine https://t.co/DXb8Kwh3Pz https://t.co/GEpBzUUWuo,positive,
moderna vaccine,So.... just found out that my COVID vaccine for tomorrow is the Moderna vaccine.  I am nervous about this as this seems to give off more side effects then the Pfizer one AND they said you could have a stronger reaction if you previously had COVID (which I think I did last year),negative,
moderna vaccine,I’m so glad my parents got Moderna caz it’s created by a black woman. No wonder why they been having little to no problems with the vaccine side effects.,positive,
moderna vaccine,@KatherineJWu @carlzimmer But important to note your omission that efficacy for both Pfizer and Moderna vaccines appears to be 80% 2 weeks after *first* shot about the same as the 1 shot JNJ vaccine.,positive,
moderna vaccine,@talk2oleary @BogochIsaac @CBCQueensPark I booked my Dad for a vaccine in Niagara. The location closest to his house only had appointments on Fridays because Niagara has rotating clinics. Does this mean there are multiple locations that are equipped to dispense Moderna/Pfizer but not personnel to open them daily?,negative,
moderna vaccine,Vaccine appointments are available atWalgreens/Duane Reade (Moderna)125 3rd Avenue Manhattan NY 10003(800) 925-4733https://t.co/O33X8BwLps,positive,
moderna vaccine,Vaccine appointments are available atWalgreens/Duane Reade (Moderna)4232 Baychester Ave Bronx NY 10466(800) 925-4733https://t.co/BHewv4wLgN,positive,
moderna vaccine,Vaccine appointments are available atWalgreens/Duane Reade (Moderna)949 3rd Avenue Manhattan NY 10022(800) 925-4733https://t.co/PNXUMhTiVD,positive,
moderna vaccine,‘Moderna’s mRNA vaccine can be stored at 36 degrees to 46 degrees Fahrenheit for up to 30 days. It's also stable for 12 hours at room temperature.’ https://t.co/xxjKQywjNf,positive,
moderna vaccine,Imagine a colorful cardboard box filled with face masks a water bottle and hand sanitizer and then 6 insta stories rambling about “thank you Moderna omg I’m so excited for my vaccine it was so easy to schedule on these shitty local government websites”,positive,
